Result,idx,Date,Source
的屄,389990,2024-11-30T09:25:38Z,Base
問她知道她正逐漸康復h,291,2024-09-28T11:14:35Z,https://ol.mingpao.com/ldy/showbiz/latest/20240928/1727512525377/%e5%90%b3%e5%ae%b6%e5%bf%bb%e9%81%ad%e7%b6%b2%e6%b0%91%e8%aa%8d%e9%8c%af%e4%bf%82%e9%84%ad%e8%9e%8d-%e5%8f%af%e8%83%bd%e5%a4%a7%e5%ae%b6%e9%ab%98%e5%ba%a6%e7%9b%b8%e4%bc%bc
慰 + 她,290,2024-09-28T11:13:58Z,https://ol.mingpao.com/ldy/showbiz/latest/20240928/1727512525377/%e5%90%b3%e5%ae%b6%e5%bf%bb%e9%81%ad%e7%b6%b2%e6%b0%91%e8%aa%8d%e9%8c%af%e4%bf%82%e9%84%ad%e8%9e%8d-%e5%8f%af%e8%83%bd%e5%a4%a7%e5%ae%b6%e9%ab%98%e5%ba%a6%e7%9b%b8%e4%bc%bc
女野人 + 奇 + 胡,1,2024-09-28T10:11:37Z,https://ol.mingpao.com/ldy/showbiz/latest/20240928/1727507840056/%e6%b8%af%e5%a5%b3%e9%87%8e%e4%ba%ba%e5%a5%87%e7%95%b0%e8%a8%98-%e8%83%a1%e7%be%8e%e8%b2%bd%e6%9c%9b%e6%8b%8d%e7%ac%ac3%e5%ad%a3-4%e5%a5%b3%e5%90%88%e4%bd%9c%e5%a4%a0%e9%bb%98%e5%a5%91-%e6%8b%92%e5%8a%a0%e7%94%b7%e8%97%9d%e4%ba%ba%e5%90%8c%e8%a1%8c
港 + 女 + 奇,0,2024-09-28T10:11:15Z,https://ol.mingpao.com/ldy/showbiz/latest/20240928/1727507840056/%e6%b8%af%e5%a5%b3%e9%87%8e%e4%ba%ba%e5%a5%87%e7%95%b0%e8%a8%98-%e8%83%a1%e7%be%8e%e8%b2%bd%e6%9c%9b%e6%8b%8d%e7%ac%ac3%e5%ad%a3-4%e5%a5%b3%e5%90%88%e4%bd%9c%e5%a4%a0%e9%bb%98%e5%a5%91-%e6%8b%92%e5%8a%a0%e7%94%b7%e8%97%9d%e4%ba%ba%e5%90%8c%e8%a1%8c
人妻,21,2024-09-28T07:41:38Z,https://ol.mingpao.com/ldy/showbiz/latest/20240928/1727500374814/%e8%94%a1%e5%98%89%e6%ac%a3%e6%95%88%e5%8a%9b%e7%84%a1%e7%b6%ab5%e5%b9%b4%e5%ae%a3%e5%b8%83%e9%9b%a2%e5%b7%a2-%e5%8e%bb%e5%b9%b4%e7%b5%90%e5%a9%9a%e6%88%90%e5%af%8c%e8%b2%b4%e4%ba%ba%e5%a6%bb
cum,1007,2024-09-28T05:18:06Z,https://boxun.com/archives/410756
高潮 + 的,1794,2024-09-28T04:41:10Z,https://boxun.com/archives/410735
ىك + لەغ,896,2024-09-28T03:05:47Z,https://www.rfa.org/uyghur/qisqa_xewer/xitay-sanaet-paydisi-towenlidi-09272024173030.html
月毛的 + 妻,3229,2024-09-28T01:52:08Z,https://botanwang.com/articles/202409/%E4%B8%AD%E5%85%B1%E4%B8%83%E5%85%83%E8%80%81%E5%80%92%E5%8F%B0%7C%E6%A0%BD%E5%9C%A8%E4%B8%80%E6%8B%9B%E4%B8%8A%EF%BC%9F.html
转X,1236,2024-09-28T00:50:38Z,https://www.rfa.org/mandarin/shishi-hecha/hc-russian-list-includes-taiwan-as-country-with-shared-values-butnot-china-fact-check-09272024170605.html
交 + 我,7652,2024-09-28T00:50:21Z,http://politics.people.com.cn/n1/2024/0928/c1001-40329969.html
版h,805,2024-09-28T00:06:32Z,http://politics.people.com.cn/n1/2024/0928/c1024-40329971.html
仅 + X,299,2024-09-27T23:41:52Z,https://www.rfa.org/mandarin/shishi-hecha/hc-russian-list-includes-taiwan-as-country-with-shared-values-butnot-china-fact-check-09272024170605.html
摄视频 + 的 + 接,479,2024-09-27T20:45:53Z,https://www.rfa.org/mandarin/zhuanlan/laogongtongxun/hdf-byd-electroni-worker-strike-wuxi6-09272024133708.html
言 + 她,2336,2024-09-27T19:45:55Z,https://botanwang.com/articles/202409/%E6%BC%82%E4%B8%8D%E5%8A%A8%E7%9A%84%E6%9D%AD%E5%B7%9E%E5%B9%B4%E8%BD%BB%E4%BA%BA.html
亵 + 学,162,2024-09-27T19:40:52Z,https://www.rfa.org/mandarin/yataibaodao/shehui/lu1-chinese-girl-dies-of-corporal-punishment-by-teacher-09272024124125.html
节 + 片,317,2024-09-27T19:01:29Z,https://botanwang.com/articles/202409/%E6%BC%AB%E5%A4%A9%E9%A3%8E%E9%9B%AA%E9%87%8C%EF%BC%8C%E4%BB%96%E5%8D%B4%E4%BE%9D%E7%84%B6%E6%83%B3%E8%B5%B7%E5%A5%B9.html
情 + 片,316,2024-09-27T19:01:22Z,https://botanwang.com/articles/202409/%E6%BC%AB%E5%A4%A9%E9%A3%8E%E9%9B%AA%E9%87%8C%EF%BC%8C%E4%BB%96%E5%8D%B4%E4%BE%9D%E7%84%B6%E6%83%B3%E8%B5%B7%E5%A5%B9.html
骚 + 她,2338,2024-09-27T18:45:27Z,https://botanwang.com/articles/202409/%E6%BC%82%E4%B8%8D%E5%8A%A8%E7%9A%84%E6%9D%AD%E5%B7%9E%E5%B9%B4%E8%BD%BB%E4%BA%BA.html
经常言 + 她,2334,2024-09-27T18:45:21Z,https://botanwang.com/articles/202409/%E6%BC%82%E4%B8%8D%E5%8A%A8%E7%9A%84%E6%9D%AD%E5%B7%9E%E5%B9%B4%E8%BD%BB%E4%BA%BA.html
乱叫 + 扰 + 别,1443,2024-09-27T18:45:11Z,https://botanwang.com/articles/202409/%E6%BC%82%E4%B8%8D%E5%8A%A8%E7%9A%84%E6%9D%AD%E5%B7%9E%E5%B9%B4%E8%BD%BB%E4%BA%BA.html
量的63 + 这,1678,2024-09-27T18:31:10Z,https://www.rfa.org/mandarin/pinglun/chengxiaonong/cxn-multiple-counties-stop-china-flights-09262024180242.html
角作者周 + b,2726,2024-09-27T18:10:52Z,https://botanwang.com/articles/202409/%E9%BB%8E%E5%B7%B4%E5%AB%A9%E5%A4%96%E9%95%BF%E4%B8%BA%E4%BD%95%E9%95%BF%E6%97%B6%E9%97%B4%E6%8F%A1%E7%8E%8B%E6%AF%85%E7%9A%84%E6%89%8B.html
殷 + 允 + 交,998,2024-09-27T17:40:32Z,https://www.rfa.org/mandarin/pinglun/huping/hp-book-review-deng-xiaoping-in-1989-09272024103642.html
時 + 與女兒,888,2024-09-27T16:36:17Z,https://www.rfa.org/cantonese/features/hottopic/feature-hongkong-umbrella-movement-revolution-10years-joe-taiwan-occupy-central-09272024083949.html
的F先生,1901,2024-09-27T15:06:04Z,https://www.rfa.org/cantonese/features/hottopic/feature-hongkong-staybehind-protest-anti-extradition-law-hongkongers-national-security-law-article-23-09272024065944.html
出院的 + F,1899,2024-09-27T15:05:56Z,https://www.rfa.org/cantonese/features/hottopic/feature-hongkong-staybehind-protest-anti-extradition-law-hongkongers-national-security-law-article-23-09272024065944.html
通报日本 + 官,903,2024-09-27T12:44:05Z,https://boxun.com/archives/410619
Sex,110,2024-09-27T12:30:27Z,https://www.solidot.org/story?sid=79355
的ex,108,2024-09-27T12:30:21Z,https://www.solidot.org/story?sid=79355
碰女,36,2024-09-27T11:31:07Z,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20240927/s00001/1727426365550/%e4%b8%ad%e5%ad%b8%e7%94%b7%e6%95%99%e5%b8%ab%e6%b6%89%e9%9d%9e%e7%a6%ae%e5%a5%b3%e5%ad%b8%e7%94%9f%e7%bd%aa%e8%84%ab-%e5%ae%98%e8%b3%aa%e7%96%91%e4%ba%8b%e4%b8%bb%e6%8d%8f%e9%80%a0%e8%ad%89%e4%be%9b
色 + 情,12,2024-09-27T11:20:14Z,https://www.solidot.org/story?sid=79355
